is_RT	retweet_from	whole_tweet_text	original_text	retweet_text	stopwords_removed_retweet_text
1	EricTrump	 RT @EricTrump: 2016 was such an incredible year for our entire family! My beautiful wife @LaraLeaTrump made it even better! _x1f1fa__x1f1f8__x1f1fa__x1f1f8_ https://t.…	 	 2016 was such an incredible year for our entire family! My beautiful wife @LaraLeaTrump made it even better! _x1f1fa__x1f1f8__x1f1fa__x1f1f8_ https://t.…	2016 incredible year entire beautiful wife LaraLeaTrump even x1f1fax1f1f8x1f1fax1f1f8
1	DanScavino	 RT @DanScavino: On behalf of our next #POTUS & @TeamTrump- #HappyNewYear AMERICA_x1f1fa__x1f1f8_ https://t.co/Y6XDdijXea https://t.co/D8plL7xHql https:…	 	 On behalf of our next #POTUS & @TeamTrump- #HappyNewYear AMERICA_x1f1fa__x1f1f8_ https://t.co/Y6XDdijXea https://t.co/D8plL7xHql https:…	behalf next POTUS TeamTrump HappyNewYear AMERICAx1f1fax1f1f8
1	realDonaldTrump	 RT @realDonaldTrump: Happy Birthday @DonaldJTrumpJr! https://t.co/uRxyCD3hBz	 	 Happy Birthday @DonaldJTrumpJr! https://t.co/uRxyCD3hBz	Happy DonaldJTrumpJr
1	fundanything	RT @fundanything In case you missed it, check out @washingtonpost story about @realDonaldTrump & @fundanything http://t.co/2lvC2xuEON		 In case you missed it, check out @washingtonpost story about @realDonaldTrump & @fundanything http://t.co/2lvC2xuEON	case missed washingtonpost realDonaldTrump
1	DanScavino	 RT @DanScavino: #TrumpTrain_x1f682__x1f4a8__x1f1fa__x1f1f8__x1f1fa__x1f1f8__x1f1fa__x1f1f8__x1f1fa__x1f1f8_ https://t.co/qAQdBGEwSv	 	 #TrumpTrain_x1f682__x1f4a8__x1f1fa__x1f1f8__x1f1fa__x1f1f8__x1f1fa__x1f1f8__x1f1fa__x1f1f8_ https://t.co/qAQdBGEwSv	TrumpTrainx1f682x1f4a8x1f1fax1f1f8x1f1fax1f1f8x1f1fax1f1f8x1f1fax1f1f8
1	DanScavino	 RT @DanScavino: Join #PEOTUS Trump & #VPEOTUS Pence live in West Allis, Wisconsin! #ThankYouTour2016 #MAGA https://t.co/vU5EPIYKUc https:/…	 	 Join #PEOTUS Trump & #VPEOTUS Pence live in West Allis, Wisconsin! #ThankYouTour2016 #MAGA https://t.co/vU5EPIYKUc https:/…	Join VPEOTUS Pence live West Allis Wisconsin ThankYouTour2016 MAGA
1	JohnDuthie1	.@alexsalmond @pressjournal RT @JohnDuthie1 just sitting here looking out over Aberdeen bay. These clowns cannot be allowed...	 .@alexsalmond @pressjournal	 just sitting here looking out over Aberdeen bay. These clowns cannot be allowed...	sitting cannot allowed
1	djkevritch	.@alexsalmond @pressjournal RT @djkevritch im proud to be scottish, but bonnie scotland will soon be a thing of the past w/ these windmills	 .@alexsalmond @pressjournal	 im proud to be scottish, but bonnie scotland will soon be a thing of the past w/ these windmills	im scottish bonnie thing w
1	GailLorene	.@alexsalmond @pressjournal RT @GailLorene Ask our Canadian neighbors who abhor the windfarms. And poor Scotland	 .@alexsalmond @pressjournal	 Ask our Canadian neighbors who abhor the windfarms. And poor Scotland	Ask Canadian neighbors abhor windfarms Scotland
1	TerryGlavin	RT @TerryGlavin: Obama should have taken her call. Trudeau should have taken her call. Trump did, so it's wrong? To hell with Beijing https??e		 Obama should have taken her call. Trudeau should have taken her call. Trump did, so it's wrong? To hell with Beijing https??e	Obama call taken Trump did wrong Beijing
1	thehill	Oops. RT @thehill: Trump breaks decades of US protocol with phone call to Taiwan leader https://t.co/YU2x04PhV7 https://t.co/2WXDViC7lK	 Oops.	 Trump breaks decades of US protocol with phone call to Taiwan leader https://t.co/YU2x04PhV7 https://t.co/2WXDViC7lK	Trump breaks decades US protocol phone call Taiwan
1	CaptainsLog2016	RT @CaptainsLog2016: Only a pathological liar would set up the call &amp; then state that Taiwan called him		 Only a pathological liar would set up the call &amp; then state that Taiwan called him	pathological would called
1	funder	RT @funder: Breaking:Trump started doing business in Taiwan in 2008 #TrumpLeaks		 Breaking:Trump started doing business in Taiwan in 2008 #TrumpLeaks	BreakingTrump started 2008 TrumpLeaks
1	DailyCaller	RT @DailyCaller: Trump May Be Risking Tense Ties With China By Reaching Out To Taiwan https://t.co/HYeZ6jTTIb https://t.co/Fpi7bCAk0D		 Trump May Be Risking Tense Ties With China By Reaching Out To Taiwan https://t.co/HYeZ6jTTIb https://t.co/Fpi7bCAk0D	Trump May Tense Ties Reaching Taiwan
1	guardiannews	RT @guardiannews: Trump's Taiwan phone call preceded by hotel development inquiry https://t.co/vWKYbrzMCj		 Trump's Taiwan phone call preceded by hotel development inquiry https://t.co/vWKYbrzMCj	Trumps Taiwan phone preceded development inquiry
1	charliekirk11	RT @charliekirk11: Trump takes a congratulatory phone call from Taiwan and gets from grief from the media than Obama giving $500 billion to??w		 Trump takes a congratulatory phone call from Taiwan and gets from grief from the media than Obama giving $500 billion to??w	Trump takes phone call gets grief media Obama giving 500
1	pharris830	RT @pharris830: Trump Just Infuriated China By Calling Taiwan. Dan Rather? Response Is Going Viral. - https://t.co/XrjEMKwcDUai		 Trump Just Infuriated China By Calling Taiwan. Dan Rather? Response Is Going Viral. - https://t.co/XrjEMKwcDUai	Trump Infuriated Calling Taiwan Dan Going Viral
1	kenluke	RT @kenluke: Idiotic issue. President Tsai Ing-wen CALLED Trump; he didn't call her. Trump-Taiwan call: China lodges protest. https://t.co/??w		 Idiotic issue. President Tsai Ing-wen CALLED Trump; he didn't call her. Trump-Taiwan call: China lodges protest. https://t.co/??w	Idiotic Trump TrumpTaiwan call China lodges protest
1	bocavista2016	RT @bocavista2016: Who's China mad at over #TrumpCall?		 Who's China mad at over #TrumpCall?	Whos China TrumpCall
1	realDonaldTrump	"""@GlennHowerton: http://t.co/SX5gs0dwpW RT .@MissCassie1230: @realDonaldTrump for President! Smarter than any man in the USA!"" True!"	" ""@GlennHowerton: http://t.co/SX5gs0dwpW"	" .@MissCassie1230: for President! Smarter than any man in the USA!"" True!"	President man
1	MissLizzyNJ	RT @MissLizzyNJ: So Obama made a $1.8 billion arms deal w/Taiwan &amp; it's fine, but Trump made 1 phone call to Taiwan &amp; he destroyed relation??Y		 So Obama made a $1.8 billion arms deal w/Taiwan &amp; it's fine, but Trump made 1 phone call to Taiwan &amp; he destroyed relation??Y	made 18 wTaiwan Trump 1 phone call Taiwan amp relationY
1	qz	RT @qz: Donald Trump fell for a ?ittle trick??performed by Taiwan, China says https://t.co/64eU35xFlIcede		 Donald Trump fell for a ?ittle trick??performed by Taiwan, China says https://t.co/64eU35xFlIcede	Donald fell trickperformed Taiwan China
1	ScottPresler	"RT @ScottPresler: I'll take President-Elect Trump's ""Thank you"" call from #Taiwan over Obama's ""I'm sorry, here's money"" call to Iran ANY D??l"		" I'll take President-Elect Trump's ""Thank you"" call from #Taiwan over Obama's ""I'm sorry, here's money"" call to Iran ANY D??l"	Ill take PresidentElect Trumps Thank Taiwan Obamas Im sorry Iran Dl
1	davidschneider	"RT @davidschneider: ""A call from the President of Taiwan for a Donald Trump!"""		" ""A call from the President of Taiwan for a Donald Trump!"""	A call Taiwan Donald
1	BillKristol	RT @BillKristol: Under Trump, Taiwan becomes 51st state, free Cuba 52nd.		 Under Trump, Taiwan becomes 51st state, free Cuba 52nd.	Trump becomes 51st state free Cuba 52nd
1	Daily_Express	RT @Daily_Express: 'SHE CALLED ME' Trump hits back at critics over 'diplomatic blunder' call with Taiwan https://t.co/V7Te3eAkT2 https://t.??n		 'SHE CALLED ME' Trump hits back at critics over 'diplomatic blunder' call with Taiwan https://t.co/V7Te3eAkT2 https://t.??n	SHE CALLED ME Trump hits back critics diplomatic blunder call Taiwan
1	DavidLawler10	RT @DavidLawler10: Trump has now 1. worried India by saying he'd visit Pakistan 2.invited Duterte to DC 3. angered China by speaking w Taiw??l		 Trump has now 1. worried India by saying he'd visit Pakistan 2.invited Duterte to DC 3. angered China by speaking w Taiw??l	Trump worried India visit Pakistan Duterte DC 3 angered China speaking w
1	anneapplebaum	RT @anneapplebaum: How do we know that the Trump overtures towards Taiwan and the Phillipines aren't motivated by personal commercial inter??l		 How do we know that the Trump overtures towards Taiwan and the Phillipines aren't motivated by personal commercial inter??l	know Trump overtures towards Taiwan motivated personal
1	cowards_are_us	"RT @cowards_are_us: REVEALED: Trump Organization eyes Taiwan for newest luxury resort location https://t.co/RgX7jbA5KD DOES USA HAVE A ""PLA??n"		" REVEALED: Trump Organization eyes Taiwan for newest luxury resort location https://t.co/RgX7jbA5KD DOES USA HAVE A ""PLA??n"	REVEALED Trump Organization eyes Taiwan newest luxury resort location USA PLAn
1	greenhousenyt	RT @greenhousenyt: After Trump's Taiwan phone call fiasco, the Trump Organization is caught lying, denying that it is not planning expansio??n		 After Trump's Taiwan phone call fiasco, the Trump Organization is caught lying, denying that it is not planning expansio??n	Trumps phone call fiasco Trump Organization caught lying planning
1	kylegriffin1	"RT @kylegriffin1: DNC blasts what they're calling ""Trump? Foolish Taiwan Call"" https://t.co/jxE4KErVwpngg"		" DNC blasts what they're calling ""Trump? Foolish Taiwan Call"" https://t.co/jxE4KErVwpngg"	DNC blasts theyre calling Trump
1	JackPosobiec	RT @JackPosobiec: Obama turned his back on Taiwan		 Obama turned his back on Taiwan	Obama turned Taiwan
1	nytimes	RT @nytimes: Donald Trump spoke by telephone with Taiwan? leader, which could lead to a major rift with China https://t.co/vPNhpVmytuAN		 Donald Trump spoke by telephone with Taiwan? leader, which could lead to a major rift with China https://t.co/vPNhpVmytuAN	Donald spoke telephone Taiwan leader could rift China
1	nytimes	RT @nytimes: Donald Trump spoke by telephone with Taiwan? leader, which could lead to a major rift with China https://t.co/vPNhpVmytug 		 Donald Trump spoke by telephone with Taiwan? leader, which could lead to a major rift with China https://t.co/vPNhpVmytug	Donald spoke telephone Taiwan leader could rift China
1	DAlexBlumenthal	RT @DAlexBlumenthal: folks hysterical about Trump call are clueless that we have legal obligations to Taiwan. Relations with both sides.		 folks hysterical about Trump call are clueless that we have legal obligations to Taiwan. Relations with both sides.	folks Trump clueless legal obligations Taiwan
1	JeffreyGuterman	RT @JeffreyGuterman: #Trump? phone call with #Taiwan President sparks #China complaint https://t.co/GIWXGBc1X3el		 #Trump? phone call with #Taiwan President sparks #China complaint https://t.co/GIWXGBc1X3el	Trump phone call President sparks China complaint
1	jialynnyang	RT @jialynnyang: Just got back from a week in Taiwan. Tensions with China are really high, so this is just extraordinary. https://t.co/V3E6??n		 Just got back from a week in Taiwan. Tensions with China are really high, so this is just extraordinary. https://t.co/V3E6??n	got week Tensions really high extraordinary
1	phil200269	RT @phil200269: Unlike Obama, Trump isn't going to bow down to foreign leaders or begin his presidency displaying signs of weakness.		 Unlike Obama, Trump isn't going to bow down to foreign leaders or begin his presidency displaying signs of weakness.	Unlike Obama Trump going bow begin presidency displaying signs weakness
1	TheUndine3	RT @TheUndine3: @Portosj81J Taiwan called Trump. msm splodey heads cause he took the call. Trump will leverage politics for AmericaFirst. ?踫?ew?		 @Portosj81J Taiwan called Trump. msm splodey heads cause he took the call. Trump will leverage politics for AmericaFirst. ?踫?ew?	Taiwan Trump cause took call Trump politics AmericaFirst ew
1	acaldwellap	"RT @acaldwellap: BEIJING (AP) ??China's foreign minister hopes US relations won't be ""interfered with or damaged"" after Trump speaks with T??ew?"		" BEIJING (AP) ??China's foreign minister hopes US relations won't be ""interfered with or damaged"" after Trump speaks with T??ew?"	BEIJING AP Chinas foreign minister hopes US relations interfered damaged Trump speaks Tew
1	dcexaminer	"RT @dcexaminer: Chinese foreign minister calls phone call between Taiwan's president and Trump ""just a small trick by Taiwan"" https://t.co/??n"		" Chinese foreign minister calls phone call between Taiwan's president and Trump ""just a small trick by Taiwan"" https://t.co/??n"	Chinese foreign calls phone Taiwans president Trump just small trick
1	jonlsullivan	"RT @jonlsullivan: I was at a conference of Taiwan experts &amp; officials today and we all agreed on the almost total lack of ""tensions"". [pre-??i"		" I was at a conference of Taiwan experts &amp; officials today and we all agreed on the almost total lack of ""tensions"". [pre-??i"	amp today agreed almost total lack tensions
1	BhoRangzen	RT @BhoRangzen: Well done #US Pres #DonaldTrump! #China lodges complaint over Trump-Taiwan call https://t.co/LNBryZwRd6 #Tibet #EU #UK #AUS??f		 Well done #US Pres #DonaldTrump! #China lodges complaint over Trump-Taiwan call https://t.co/LNBryZwRd6 #Tibet #EU #UK #AUS??f	Well done US Pres DonaldTrump complaint TrumpTaiwan call Tibet EU UK AUSf
1	WSJ	RT @WSJ: Trump? phone call with Taiwan president sparks China complaint https://t.co/9WN6j1vhsl/t		 Trump? phone call with Taiwan president sparks China complaint https://t.co/9WN6j1vhsl/t	Trump phone call Taiwan president sparks China complaint
1	guardianworld	RT @guardianworld: China lodges complaint with US over Trump's Taiwan phone call https://t.co/Venayg7eNz		 China lodges complaint with US over Trump's Taiwan phone call https://t.co/Venayg7eNz	China lodges Trumps call
1	JaredWyand	RT @JaredWyand: So do this mean all the media outlets reporting that Trump called Taiwan are putting out fake news?		 So do this mean all the media outlets reporting that Trump called Taiwan are putting out fake news?	outlets Trump Taiwan putting news
1	kenluke	"RT @kenluke: China's FM,Wang Yi, downplayed call between Taiwan's pres &amp; Trump: it was ""a small trick by Taiwan"" &amp; wouldn't change US polic??Y"		" China's FM,Wang Yi, downplayed call between Taiwan's pres &amp; Trump: it was ""a small trick by Taiwan"" &amp; wouldn't change US polic??Y"	Chinas FMWang downplayed pres amp Trump small trick Taiwan change
1	Stevenwhirsch99	RT @Stevenwhirsch99: It's OK for Obama to give 500 billion dollars to Iran but Trump accepts a congratulatory call from Taiwan and the libs?? 		 It's OK for Obama to give 500 billion dollars to Iran but Trump accepts a congratulatory call from Taiwan and the libs??	give 500 billion dollars Iran Trump accepts libs
1	goodmanindon	RT @goodmanindon: Taiwanese press that Trump and his children are in talks to build a series of luxury resorts and hotels in Taiwan. https:?? 		 Taiwanese press that Trump and his children are in talks to build a series of luxury resorts and hotels in Taiwan. https:??	Taiwanese Trump children talks build luxury Taiwan
1	ToDropADime2	RT @ToDropADime2: In 48 hours, #Trump Lied about #Carrier Deal, #Taiwan &amp;  I'm sure 5 more things. https://t.co/ZhuwXEnxH9		 In 48 hours, #Trump Lied about #Carrier Deal, #Taiwan &amp; I'm sure 5 more things. https://t.co/ZhuwXEnxH9	48 hours Trump Lied Carrier Taiwan amp sure 5 things
1	tribelaw	RT @tribelaw: Note: Trump's been eyeing a major real estate project in Taiwan!! Perfect e.g. of national security facets of Trump's conflic?? 		 Note: Trump's been eyeing a major real estate project in Taiwan!! Perfect e.g. of national security facets of Trump's conflic??	Note eyeing major real estate project Taiwan Perfect national security facets Trumps conflic
